"id","name","gender","school_level","shift","student_drop_count"
1104019,"Ghonda, No.2-SKV","Girls","Sarvodaya Sr.Secondary","Morning",80
1002032,"West Vinod Nagar-SKV","Girls","Sarvodaya Sr.Secondary","Morning",80
1822044,"Najafgarh, No.1-GGSSS","Girls","Sr.Secondary","Morning",80
1309005,"SBV, BT Block Shalimar Bagh","Boys","Sarvodaya Sr.Secondary","General",80
1309023,"Shalamar Village-GGSSS","Girls","Sr.Secondary","Morning",80
1822047,"Najafgarh, No.2-GGSSS","Girls","Sr.Secondary","Morning",79
1412013,"Mangolpuri, Plot II,Kamdhenu- SBV","Boys","Sarvodaya Sr.Secondary","Evening",79
1720027,"Janak Puri, Block D-SBV","Boys","Sarvodaya Sr.Secondary","Evening",79
1720008,"Janak Puri, Block D, No.2-GBSSS-1720008","Boys","Sr.Secondary","Evening",79
1515017,"Raghubir Nagar, J.J. Colony-GBSS","Boys","Secondary","Evening",79
1515001,"Jaidev Park-SV","Co-ed","Sarvodaya Sr.Secondary","General",79
1617255,"Baprola, Rajiv Ratan Awas- G(Co-ed)SSS","Co-ed","Sr.Secondary","General",79
1515023,"Punjabi Bagh, No.2-SKV","Girls","Sarvodaya Sr.Secondary","General",78
1822057,"Najafgarh, No.3-GBSSS","Boys","Sr.Secondary","Evening",78
1822177,"Najafgarh Stadium-GGSSS","Girls","Sr.Secondary","Morning",78
1309032,"Shalimar Bagh, Block B(AH)-SKV","Girls","Sarvodaya Sr.Secondary","Morning",78
1617027,"Punjabi Basti-G(Co-ed)SSS","Co-ed","Sr.Secondary","Morning",77
1516017,"Saraswati Garden-G(Co-ed)SS","Co-ed","Secondary","General",77
1002015,"Mayur Vihar, Phase II, Pkt.B-SBV","Boys","Sarvodaya Sr.Secondary","Evening",77
1310005,"Tikri Khurd- SKV","Girls","Sarvodaya Sr.Secondary","Morning",77
1514112,"Hari Nagar,Clock Tower,Site-2-GBSSS","Boys","Sr.Secondary","General",77
1925006,"Madanpur Khadar- GBSSS (Rama Krishna)","Boys","Sr.Secondary","Evening",76
1105019,"Babarpur-SKV","Girls","Sarvodaya Sr.Secondary","Morning",76
1002354,"Mayur Vihar, Phase III GBSS","Boys","Secondary","Evening",76
1003260,"Lalita Park-GGSSS","Girls","Sr.Secondary","Morning",76
1310157,"Siraspur-GGSSS","Girls","Sr.Secondary","Morning",76
1001196,"Vishwas Nagar-SKV","Girls","Sarvodaya Sr.Secondary","Morning",76
1411037,"Tri Nagar, Narang Colony- Govt. Co-ed SSS","Co-ed","Sr.Secondary","General",76
1923009,"Dr. Ambedkar Nagar, Sector IV, No.2-GBSSS","Boys","Sr.Secondary","Morning",75
1412080,"Mangolpuri, Block Q-SKV","Girls","Sarvodaya Sr.Secondary","General",75
1515005,"Rajouri Garden Main-GBSSS","Boys","Sr.Secondary","Evening",75
1821026,"Chhawla-SKV","Girls","Sarvodaya Sr.Secondary","General",75
1003026,"Shankar Nagar-SKV","Girls","Sarvodaya Sr.Secondary","General",75
1413067,"Prashant Vihar-SKV","Girls","Sarvodaya Sr.Secondary","General",75
1514021,"Hari Nagar, Clock Tower- SKV","Girls","Sarvodaya Sr.Secondary","General",75
1002004,"Shakarpur, No.2-SBV (Ishwar Chand)","Boys","Sarvodaya Sr.Secondary","Evening",75
1106119,"Nand Nagri, Block A-GBSSS","Boys","Sr.Secondary","Evening",74
1924003,"Ali Ganj-SV","Co-ed","Sarvodaya Sr.Secondary","General",74
1516027,"Ramesh Nagar-SKV","Girls","Sarvodaya Sr.Secondary","General",74
1207016,"Roop Nagar, No.2-GBSSS","Boys","Sr.Secondary","General",74
1003153,"Radhey Shyam Park- SKV","Girls","Sarvodaya Sr.Secondary","Morning",74
1411029,"Keshavpuram- SBV","Boys","Sarvodaya Sr.Secondary","General",73
1104153,"Khajoori Khas-GGSSS","Girls","Sr.Secondary","Morning",73
1309007,"Shalimar Bagh, Block AP-GBSSS","Boys","Sr.Secondary","Evening",73
1923069,"Khanpur, No.2-GBSS","Boys","Secondary","Evening",73
1207022,"Mori Gate, No.1-SV","Co-ed","Sarvodaya Sr.Secondary","General",72
1618022,"Janakpuri C-Block,SKV No.2","Girls","Sarvodaya Sr.Secondary","Morning",72
1719069,"R.K. Puram, Sector 2, No.1-SV","Co-ed","Sarvodaya Sr.Secondary","General",72
1411015,"Ashok Vihar, Phase II-GBSSS","Boys","Sr.Secondary","Evening",72
1924031,"Sriniwaspuri-GGSSS","Girls","Sr.Secondary","General",72
1309031,"Adarsh Nagar-SKV","Girls","Sarvodaya Sr.Secondary","Morning",72
1411038,"Anandwas-GGSSS","Girls","Sr.Secondary","General",71
1310004,"Sannoth-SV","Co-ed","Sarvodaya Sr.Secondary","General",71
1207015,"Roshanara Road-SBV","Boys","Sarvodaya Sr.Secondary","General",71
1413003,"Ghevra-SV","Co-ed","Sarvodaya Sr.Secondary","General",70
1413071,"Rohini, Sector 15-G(Co-ed)SSS","Co-ed","Sr.Secondary","General",70
1515029,"Subhash Nagar, No.1-GGSSS","Girls","Sr.Secondary","General",70
1516068,"Karampura, Industrial Area-G(Co-ed)SSS","Co-ed","Sr.Secondary","General",70
1925045,"Kalkaji, DDA Flats, Phase II-G(Co-ed)SS","Co-ed","Secondary","General",70
1412035,"Sultanpuri, Block BC-GGSSS","Girls","Sr.Secondary","Morning",70
1105023,"Gautam Puri-GGSSS","Girls","Sr.Secondary","Morning",70
1003205,"Shivpuri-G(Co-ed)SSS","Co-ed","Sr.Secondary","General",69
1002031,"Patparganj-SKV","Girls","Sarvodaya Sr.Secondary","Morning",69
1411003,"Ashok Vihar, Phase I, Block H-SBV","Boys","Sarvodaya Sr.Secondary","Evening",69
1309271,"Kalyan Vihar-SV","Co-ed","Sarvodaya Secondary","General",68
1516022,"Shadi Khampur-SKV","Girls","Sarvodaya Sr.Secondary","General",68
1309266,"Bakhtawarpur-GBSSS","Boys","Sr.Secondary","General",68
1618021,"Uttam Nagar, No.2-GGSSS","Girls","Sr.Secondary","General",68
1617008,"Paschim Vihar, B 4-SV(Co-ed)","Co-ed","Sarvodaya Sr.Secondary","General",68
1923055,"Pushp Vihar, M.B.Road-GGSSS","Girls","Sr.Secondary","Morning",68
1821018,"Palam Enclave, No.1-SKV","Girls","Sarvodaya Sr.Secondary","Morning",68
1719106,"Safdarjung Enclave-Sarvodaya(Co-Ed)SSS","Co-ed","Sarvodaya Sr.Secondary","General",67
1618269,"Binda Pur,Pocket-III-G(Co-ed)SS","Co-ed","Secondary","General",67
1923016,"Dr. Ambedkar Nagar, Sector V, No.1-GBSS","Boys","Secondary","Evening",67
1003030,"Rani Garden-Sarvodaya Kanya Vidyalaya","Girls","Sarvodaya Sr.Secondary","Morning",67
1001109,"Kiran Vihar-SBV","Boys","Sarvodaya Sr.Secondary","Evening",67
1003009,"Geeta Colony, Block 13-GBSSS","Boys","Sr.Secondary","Evening",67
1923038,"Mehrauli Ramanujan-SKV","Girls","Sarvodaya Sr.Secondary","General",66
1310039,"Khera  Kalan-SKV (Baba Nane Nath)","Girls","Sarvodaya Sr.Secondary","General",66
1821027,"Raj Nagar-I SKV","Girls","Sarvodaya Sr.Secondary","General",66
1002175,"Trilokpuri, Block 27-GGSSS","Girls","Sr.Secondary","Morning",66
1923080,"Dr. Ambedkar Nagar, Tigri- GGSSS","Girls","Sr.Secondary","Morning",66
1412025,"Mangolpuri, Block D-SKV (Kamdhenu)","Girls","Sarvodaya Sr.Secondary","Morning",65
1001111,"Jhilmil Colony-GGSSS","Girls","Sr.Secondary","Morning",65
1924041,"Nehru Nagar-G(Co-ed)SSS","Co-ed","Sr.Secondary","General",65
1413022,"Ladpur-GBSSS","Boys","Sr.Secondary","General",65
1003036,"Krishna  Nagar-SKV","Girls","Sarvodaya Sr.Secondary","Morning",65
1923070,"Mehrauli, No.3-GBSS","Boys","Secondary","General",64
1208095,"Shastri Nagar-SKV","Girls","Sarvodaya Sr.Secondary","General",64
2127024,"Jama Masjid, No.1(Hindi Medium)-SKV","Girls","Sarvodaya Sr.Secondary","General",64
1207033,"Sabzi Mandi, Kedar Building, Amar Shaheed Matadeen Lodha-SKV","Girls","Sarvodaya Sr.Secondary","General",64
1309258,"Jahangirpuri, Block E-GGSSS-1309258","Girls","Sr.Secondary","Morning",64
1822066,"Najafgarh, Jharoda Kalan-GGSSS","Girls","Sr.Secondary","General",64
1719103,"R. K. Puram, Sec-3- G(Co-ed)SSS","Co-ed","Sr.Secondary","General",64
1516021,"Ranjit Nagar-SKV","Girls","Sarvodaya Sr.Secondary","General",63
1618017,"Janakpuri -SKV No.1,C-Block","Girls","Sarvodaya Sr.Secondary","Morning",63
1925048,"Tuglakabad Extn.-GGSS","Girls","Secondary","Morning",63
1925333,"Shahpur Jat-S(Co-Ed)V","Co-ed","Sarvodaya Sr.Secondary","General",63
1412033,"Mangolpur Kalan-G(co-ed)sss","Co-ed","Sr.Secondary","General",63
1105005,"Shahadara, Shivaji Park-GBSSS","Boys","Sr.Secondary","Evening",63
1003003,"Jheel Khurenja, No.1-SBV","Boys","Sarvodaya Sr.Secondary","General",63
1002196,"Shakarpur, No.1-SKV","Girls","Sarvodaya Sr.Secondary","Morning",62
2127015,"Mata Sundri Road-SKV","Girls","Sarvodaya Sr.Secondary","General",62
1412022,"Mangolpuri, Block-C, S(Co-ed)Sr. Sec. Vidyalaya","Co-ed","Sarvodaya Sr.Secondary","Morning",62
1618316,"Vipin Garden- Govt. Co-ed SS","Co-ed","Secondary","General",62
1309012,"Rana Partap Bagh-GBSSS","Boys","Sr.Secondary","General",62
1310015,"Khera Khurd-GBSSS","Boys","Sr.Secondary","General",62
1924001,"Sriniwaspuri-SBV (Govind Ballabh Pant)","Boys","Sarvodaya Sr.Secondary","General",62
1002023,"Mandawali-SKV No. 2","Girls","Sarvodaya Sr.Secondary","Morning",62
1411046,"Anandwas- GGSSS","Girls","Sr.Secondary","General",62
1923071,"Pushp Vihar, M.B.Road-SKV","Girls","Sarvodaya Sr.Secondary","General",61
2127004,"Kamla Market, Zeenat Mahal-SBV-2127004","Boys","Sarvodaya Sr.Secondary","Morning",61
1003202,"Geeta Colony, Block 2-G(Co-ed)SS","Co-ed","Secondary","Morning",61
1002012,"Khichripur-GBSSS","Boys","Sr.Secondary","Evening",61
1207035,"Malka Ganj-SKV","Girls","Sarvodaya Sr.Secondary","General",61
1516018,"Moti Nagar  SKV","Girls","Sarvodaya Sr.Secondary","General",61
1822301,"Nangli Sakrawati Village- GBSSS-1822301","Boys","Sr.Secondary","Evening",61
2127021,"Bulbuli Khana-SKV","Girls","Sarvodaya Sr.Secondary","Morning",61
1003204,"Old Seelampur-SKV","Girls","Sarvodaya Sr.Secondary","Morning",60
1002037,"Khichripur-GGSSS","Girls","Sr.Secondary","Morning",60
1413340,"Rohini, Sector- 25, GGSSS","Girls","Sr.Secondary","General",60
1309269,"Palla Majra-GBSSS","Boys","Sr.Secondary","General",60
2127017,"Jama Masjid, No.2-SKV","Girls","Sarvodaya Sr.Secondary","General",59
1413266,"Sawada(Ghevra) Colony, A-Block- SKV","Girls","Sarvodaya Sr.Secondary","General",59
1207041,"Roop Nagar, No.3-GGSSS","Girls","Sr.Secondary","General",59
1923061,"Sultanpur-SKV","Girls","Sarvodaya Sr.Secondary","Morning",59
1003033,"Kailash Nagar-GGSSS","Girls","Sr.Secondary","Morning",59
1822262,"Dichaon Kalan- G Coed SV","Co-ed","Sarvodaya Sr.Secondary","General",59
1207255,"JAGATPUR - GBSS","Boys","Secondary","Evening",58
1719105,"Moti Bagh-II, Nanakpura-(Co-Ed)SV","Co-ed","Sarvodaya Sr.Secondary","General",58
1104007,"Ghonda, No.2-GBSSS","Boys","Sr.Secondary","Evening",58
1720005,"Pusa, IARI, 2nd Shift- GBSSS","Boys","Sr.Secondary","Evening",58
1923020,"Khanpur, No.1-GBSSS","Boys","Sr.Secondary","General",58
1001008,"SBV No.1, Bhola Nath Nagar-1001008","Boys","Sarvodaya Sr.Secondary","Evening",58
1104489,"Joharipur- GBMS","Boys","Middle","Evening",58
1105249,"Brahmpuri- Govt. Co-ed Sr. Sec. School (Gandhi)","Co-ed","Sr.Secondary","General",58
1104026,"Dayalpur-GGSSS","Girls","Sr.Secondary","Morning",58
1003024,"Geeta Colony, Block 13-SKV","Girls","Sarvodaya Sr.Secondary","Morning",58
1411124,"Sharda Niketan-SV","Co-ed","Sarvodaya Sr.Secondary","General",58
1310032,"Prahalad Pur-SKV","Girls","Sarvodaya Sr.Secondary","General",57
1412130,"Mongolpuri, Block D GBSSS","Boys","Sr.Secondary","General",57
1924014,"Govt. Sarvodaya Co-ed Vidyalaya, Varun Marg, Defence Colony-1924014","Co-ed","Sr.Secondary","General",57
1309272,"Haider Pur-GBSS","Boys","Secondary","Evening",57
1923021,"Hauz Rani-GBSSS","Boys","Sr.Secondary","Evening",57
1413028,"Qutabgarh-SKV","Girls","Sarvodaya Sr.Secondary","General",56
1822247,"Deendar Pur - SBV","Boys","Sarvodaya Sr.Secondary","General",56
1003035,"Gandhi  Nagar, SKV","Girls","Sarvodaya Sr.Secondary","General",56
1106261,"Meet Nagar-B-Block, Delhi-94,Govt. Boys Sec. School","Boys","Secondary","Evening",56
1925246,"Masjid Moth- Sarvodaya(Co-ed) Vidyalaya","Co-ed","Sarvodaya Sr.Secondary","General",55
1105116,"Brahmpuri-GGSSS","Girls","Sr.Secondary","Morning",55
1923355,"Sultanpur-GBSSS","Boys","Sr.Secondary","Evening",55
1105108,"Welcome Colony-GGSS","Girls","Secondary","Morning",55
2128018,"Aram Bagh Lane-SKV","Girls","Sarvodaya Sr.Secondary","General",55
2128019,"Old Rajinder Nagar-SKV (Swami Daya Nand)","Girls","Sarvodaya Sr.Secondary","General",55
1002191,"Shakarpur, School Block-GGSSS","Girls","Sr.Secondary","Morning",55
1924023,"GEORGI STOIKOV RAKOVSKI SARVODAYA KANYA VIDYALAYA C-BLOCK DEFENCE COLONY","Girls","Sarvodaya Sr.Secondary","General",54
1309011,"Model Town, No.2-GBSSS","Boys","Sr.Secondary","Evening",54
1411030,"Shakurpur, No.2-SKV","Girls","Sarvodaya Sr.Secondary","General",54
1411019,"Bharat Nagar-GBSSS","Boys","Sr.Secondary","Evening",54
1310164,"Narela, Pocket 5 & 6-GGSSS","Girls","Sr.Secondary","General",54
1002193,"Shakarpur, No.2-SKV","Girls","Sarvodaya Sr.Secondary","Morning",54
1003028,"Laxmi Nagar-SKV","Girls","Sarvodaya Sr.Secondary","Morning",54
1924214,"Deoli Pahari, GGSSS","Girls","Sr.Secondary","Morning",54
1924033,"Andrews Ganj- SKV","Girls","Sarvodaya Sr.Secondary","General",54
1207005,"Jagat Pur- SKV(Mahavir Singh)","Girls","Sarvodaya Secondary","Morning",53
1002199,"Mayur Vihar, Phase III GGSS","Girls","Secondary","Morning",53
1822055,"Jaffarpur Kalan-S(Co-ed)V","Co-ed","Sarvodaya Sr.Secondary","General",53
2026004,"Pandara Road-SKV","Girls","Sarvodaya Sr.Secondary","General",53
1925054,"Badarpur, No.2-GGSSS","Girls","Sr.Secondary","Morning",53
1924042,"Garhi, Jharia Maria-GBSS","Boys","Secondary","General",53
1925440,"Molar Band, No. 2- SKV-1925440 (Nursary to XII)","Girls","Sarvodaya Sr.Secondary","Morning",53
1413323,"Sawada(Ghevra) Colony, B-Block- SBV","Boys","Sarvodaya Sr.Secondary","General",53
1618004,"Uttam Nagar, No.2-GBSSS","Boys","Sr.Secondary","General",52
2128023,"New Rohtak Road-GGSSS","Girls","Sr.Secondary","General",52
1002039,"Kalyanpuri-GGSSS","Girls","Sr.Secondary","Morning",52
1208015,"Sarai Rohilla-SKV-1208015 (Nursery to XII)","Girls","Sarvodaya Sr.Secondary","Morning",52
1923046,"Malviya Nagar-SKV","Girls","Sarvodaya Sr.Secondary","Morning",52
1923066,"Dr. Ambedkar Nagar, Sector V, No.3-GBSSS","Boys","Sr.Secondary","Evening",52
1821041,"Shahabad Mohammadpur- SBV","Boys","Sarvodaya Sr.Secondary","General",52
1822051,"Ghumanhera- SV","Girls","Sarvodaya Sr.Secondary","General",51
1925448,"Madanpur Khadar, No. 1- GBSSS","Boys","Sr.Secondary","Evening",51
1412014,"Mangolpuri, Block O- SBV","Boys","Sarvodaya Sr.Secondary","Evening",51
2128025,"East Park Road-GGSSS","Girls","Sr.Secondary","General",51
1412079,"Mangolpur Khrud- GBSSS","Boys","Sr.Secondary","General",51
1002029,"Mayur Vihar, Phase II, Pkt.B-SKV (Annie Besant)","Girls","Sarvodaya Sr.Secondary","Morning",50
1412006,"Sultanpuri, Block BC-GBSSS","Boys","Sr.Secondary","Evening",50
1923358,"Mandi Village- GBSSS","Boys","Sr.Secondary","General",50
1411040,"Ashok Vihar, Block D-GGSSS","Girls","Sr.Secondary","Morning",50
1105238,"New Seelampur, No.1-GGSS","Girls","Secondary","Morning",50
1617028,"Peera Garhi Village- SKV","Girls","Sarvodaya Sr.Secondary","General",50
1208229,"Shastri Nagar, Lalita Block - SBV","Boys","Sarvodaya Sr.Secondary","General",50
1208013,"Gulabi Bagh-S(Co-ed)V","Co-ed","Sarvodaya Sr.Secondary","General",50
1923360,"Sarvodaya Bal Vidyalaya, Dera Village, New Delhi","Boys","Sarvodaya Sr.Secondary","General",50
1923005,"Dr. Ambedkar Nagar, Sector IV, No.1- SBV (Yogi Arvind)","Boys","Sarvodaya Sr.Secondary","Morning",50
1412024,"Mangolpuri, Block H-SKV","Girls","Sarvodaya Sr.Secondary","Morning",49
1003034,"Gandhi Nagar, No.2-GGSSS","Girls","Sr.Secondary","General",49
1309028,"Rana Partap Bagh-SKV","Girls","Sarvodaya Sr.Secondary","Morning",49
1413011,"Rohini, Avantika, Sector 1, No.1-GBSSS","Boys","Sr.Secondary","Evening",49
1309026,"Model Town, No.1-SKV","Girls","Sarvodaya Sr.Secondary","Morning",49
1208011,"Chandni Chowk-G(Co-ed)SS","Co-ed","Secondary","General",49
1309261,"Bhalswa Dairy, No-1,GGSS","Girls","Secondary","Morning",49
1001194,"West Azad Nagar-G(co-ed)SS","Co-ed","Secondary","General",49
2127025,"Chashma Building(Urdu Medium)-SKV","Girls","Sarvodaya Sr.Secondary","Morning",49
1923019,"Dr. Ambedkar Nagar,Sector IV-SBV","Boys","Sarvodaya Secondary","General",49
1923351,"Dr. Ambedkar Nagar,Sector-V(Dashinpuri Extension)-SV","Co-ed","Sarvodaya Sr.Secondary","General",48
1516104,"Karampura, Block H- G(Co-ed) Sarvodaya Vidyalaya","Co-ed","Sarvodaya Sr.Secondary","General",48
1923078,"Dr. Ambedkar Nagar, Sector V, No.1-GGSS","Girls","Secondary","Morning",47
1002033,"KalyanVas-SKV","Girls","Sarvodaya Sr.Secondary","Morning",47
1822245,"Nangli Sakrawati Village-GGSS","Girls","Secondary","Morning",47
1208091,"Naya Bazar,Sushila Mohan Marg-(Co-ed)Sec. School","Co-ed","Secondary","General",47
1310161,"Barwala-G(Co-ed)SSS","Co-ed","Sr.Secondary","General",47
2127014,"Kamla Market, Zeenat Mahal-SKV No.1","Girls","Sarvodaya Sr.Secondary","Morning",47
1001012,"Vivek Vihar-GBSS","Boys","Secondary","General",47
1411026,"Ashok Vihar, Phase I, Block H-SKV","Girls","Sarvodaya Sr.Secondary","Morning",47
1207264,"Government Lady Noyce Primary Special School (Co-ed) for the Hearing Impaired","Co-ed","Special School (Primary)","General",47
1514019,"Janakpuri, Block B SKV","Girls","Sarvodaya Sr.Secondary","General",46
1720033,"Ghitorni-SKV","Girls","Sarvodaya Sr.Secondary","General",46
1309033,"Shalimar Bagh, Block AP-GGSSS","Girls","Sr.Secondary","Morning",45
1104486,"Village Karawal Nagar, Veer Savarkar Complex- GGSSS","Girls","Sr.Secondary","Morning",45
1719104,"R. K. Puram, Sec-5(Co-Ed)-GSSS","Co-ed","Sr.Secondary","General",45
1822178,"Mitraon-G(Co-ed)SSS","Co-ed","Sr.Secondary","General",45
2127023,"Jama Masjid, Panama Building-GGSSS","Girls","Sr.Secondary","General",45
1411028,"Keshavpuram, No.1-SKV","Girls","Sarvodaya Sr.Secondary","General",44
1617011,"Paschim Vihar, B 3-SKV","Girls","Sarvodaya Sr.Secondary","General",44
1412019,"Sultanpuri, P-Block - GGSSS","Girls","Sr.Secondary","Morning",44
1309017,"Kewal Park-G(Co-ed)SSS","Co-ed","Sr.Secondary","Evening",44
1617010,"Nangloi-SKV","Girls","Sarvodaya Sr.Secondary","Morning",44
1412090,"Mangolpuri, Block P- SBV","Boys","Sarvodaya Sr.Secondary","Evening",44
1001102,"Surajmal Vihar-SKV","Girls","Sarvodaya Sr.Secondary","Morning",44
1516025,"Kirti Nagar-GGSSS","Girls","Sr.Secondary","General",44
1310007,"Nangal Thakran-SBV (Ved Pandit Khushi Ram)","Boys","Sarvodaya Sr.Secondary","General",44
1208014,"Partap Nagar- S(Co-ed) V","Co-ed","Sarvodaya Sr.Secondary","General",43
2127005,"Mata Sundri Road-GBSSS","Boys","Sr.Secondary","General",42
1923050,"Dr. Ambedkar Nagar, Sector V, No.2-GGSSS","Girls","Sr.Secondary","Morning",42
1003007,"Chander Nagar-GBSSS","Boys","Sr.Secondary","Morning",42
1925335,"LAJPAT NAGAR GOVT.(CO.ED)S.S.S","Co-ed","Sr.Secondary","General",42
1720017,"Pusa, IARI-SKV","Girls","Sarvodaya Sr.Secondary","Morning",42
1309270,"Sarvodaya (Co-ed) Vidyalaya - Mukhmail Pur","Co-ed","Sarvodaya Sr.Secondary","General",41
1106112,"Ashok Nagar-GGSS","Girls","Secondary","Morning",41
1309302,"Govt.(Co-ed) Secondary School, Bhalswa Village","Co-ed","Secondary","General",41
1412030,"Mangolpuri, Block U-SKV","Girls","Sarvodaya Sr.Secondary","General",41
1514018,"Ashok Nagar-GGSSS","Girls","Sr.Secondary","General",40
1923393,"Dr. Ambedkar Nagar, Sector IV, No.2- SBV","Boys","Sarvodaya Sr.Secondary","Evening",40
1413069,"Rohini, Avantika, Sector 1-GGSSS","Girls","Sr.Secondary","Morning",40
1310010,"Katewara-GBSSS","Boys","Sr.Secondary","General",39
1923044,"Dr. Ambedkar Nagar, Sector IV, No.1-G(Co-ed)SSS","Co-ed","Sr.Secondary","General",39
1106281,"Seemapuri- GGSSS","Girls","Sr.Secondary","Morning",39
1208021,"SKV, Tulsi Nagar-1208021","Girls","Sarvodaya Sr.Secondary","Morning",39
1925032,"Green Park Extn.-SKV (Gargi)","Girls","Sarvodaya Sr.Secondary","General",39
1822263,"Paprawat- GBSSS","Boys","Sr.Secondary","General",39
1002350,"Khichripur Village, Govt.(Co-ed)SS","Co-ed","Secondary","General",39
1822031,"Khera Dabar-G(Co-ed)SSS","Co-ed","Sr.Secondary","General",38
1105014,"New Seelampur, Marginal Band-GBSS","Boys","Secondary","Evening",38
1822006,"Daulat Pur-SV","Co-ed","Sarvodaya Sr.Secondary","General",37
1923064,"Mandi Village - SKV","Girls","Sarvodaya Sr.Secondary","General",37
1003027,"Gandhi Nagar, No.1-SKV","Girls","Sarvodaya Sr.Secondary","General",37
1413001,"Chandpur Majra-SV","Co-ed","Sarvodaya Sr.Secondary","General",37
1413025,"Kanjhawala-SKV","Girls","Sarvodaya Sr.Secondary","General",37
1821039,"Bamnoli, Dhulsiras  -G(Co-ed) Sr.Sec.School","Co-ed","Sr.Secondary","General",37
1822002,"Najafgarh-S(Co-ed)V","Co-ed","Sarvodaya Sr.Secondary","General",37
1411017,"Pitampura, Block SU-GBSSS","Boys","Sr.Secondary","General",36
2026002,"Kitchner Road-SV","Co-ed","Sarvodaya Sr.Secondary","General",36
1413267,"Sawada(Ghevra) Colony H-Block- SV","Co-ed","Sarvodaya Sr.Secondary","General",35
1104017,"Joharipur- GGMS","Co-ed","Middle","Morning",35
2128006,"New Rohtak Road, 22-B Dev Nagar-GBSS","Boys","Secondary","General",35
1822061,"Najafgarh, Dharampura-SKV","Girls","Sarvodaya Sr.Secondary","Morning",35
1001023,"Bhola Nath Nagar, No.3-GGSSS","Girls","Sr.Secondary","Morning",35
1105025,"New Seelampur, No.2-GGSSS","Girls","Sr.Secondary","Morning",34
1105013,"Shahadara, G. T. Road-GBSecondarySchool","Boys","Secondary","Evening",34
1309128,"Azadpur Colony-GBSSS","Boys","Sr.Secondary","Evening",34
1208004,"Sarai Rohilla-GBSSS","Boys","Sr.Secondary","Evening",34
1720181,"Vasant Kunj, D-Block- Sarvodaya (Co-ed) Sr. Sec. School","Co-ed","Sarvodaya Sr.Secondary","General",34
1925452,"SBV Middle, Jogabai Batla House","Boys","Sarvodaya Middle","Evening",33
1310429,"Holambi Kalan, B-Block GBSSS","Boys","Sr.Secondary","Evening",33
1309127,"Azadpur Colony-GGSSS","Girls","Sr.Secondary","Morning",33
1106010,"Ashok Nagar-GBSS","Boys","Secondary","Evening",33
1822007,"Shikar Pur-SV","Co-ed","Sarvodaya Sr.Secondary","General",33
1310030,"Holambi Kalan-G(CO-ED)SSS","Co-ed","Sr.Secondary","General",32
1413346,"SOSE, Sector- 11, Rohini","Co-ed","SOSE(Sr.Secondary)","General",32
1105250,"SOSE, Gautam Puri","Co-ed","SOSE(Sr.Secondary)","General",32
1822059,"Malikpur-G(Co-ed)SSS","Co-ed","Sr.Secondary","General",32
1207011,"Govt. Sarvodaya Vidyalaya No.3, Shakti Nagar","Co-ed","Sarvodaya Sr.Secondary","General",32
1411042,"Saraswati Vihar, Block A-GGSSS","Girls","Sr.Secondary","General",31
1413023,"Rohini, Sector 11-GGSSS","Girls","Sr.Secondary","Morning",31
1106123,"Meet Nagar, Block B-GGSS","Girls","Secondary","Morning",31
1720001,"Delhi Cantt.-SBV","Boys","Sarvodaya Sr.Secondary","General",31
2127030,"Bulbuli Khana(Urdu Medium)-SV (Middle)","Girls","Sarvodaya Middle","General",31
1720003,"Mehram Nagar-S(Co-ed)V","Co-ed","Sarvodaya Sr.Secondary","Morning",30
1719130,"R.K. Puram,Sector-13 G(Co-ed)SV","Co-ed","Sarvodaya Sr.Secondary","General",30
1821036,"Chhawla-GBSSS","Boys","Sr.Secondary","General",30
1310400,"GHOGA G(CO-ED)SSS","Co-ed","Sr.Secondary","General",30
1001106,"Kiran Vihar-SKV","Girls","Sarvodaya Sr.Secondary","Morning",30
1413009,"Nizam Pur-Sarvodaya (Co-ed) Vidyalaya","Co-ed","Sarvodaya Sr.Secondary","General",30
1719073,"Moti Bagh I-SKV","Girls","Sarvodaya Sr.Secondary","General",30
1822015,"Dichaon Kalan-GBSSS","Boys","Sr.Secondary","General",30
1207027,"Kamla Nagar, E-Block, GBSS","Boys","Secondary","General",29
1719030,"R.K. Puram, Sector 4- GGSSS","Girls","Sr.Secondary","General",29
1822005,"Pandwala Kalan-SV","Co-ed","Sarvodaya Sr.Secondary","General",29
1618067,"Vikas Nagar-G(Co-ed)SS","Co-ed","Secondary","General",29
1923047,"Dr. Ambedkar Nagar, Sector V-GGSSS","Girls","Sr.Secondary","Morning",29
2026003,"Pandara Road-GBSSS","Boys","Sr.Secondary","General",28
1208030,"Deputy Gunj-GGSS","Girls","Secondary","General",28
1923072,"Begumpur, MMTC/STC Colony-GGSS","Girls","Secondary","General",28
1719006,"Sarojini Nagar, No.4-GBSSS","Boys","Sr.Secondary","General",28
1720014,"Janak Puri, Block D, No.1-SKV","Girls","Sarvodaya Sr.Secondary","Morning",28
1923023,"Sarvodaya Kanya Vidyalaya, Dera Village, Delhi - 1923023(Nursery to XII)","Girls","Sarvodaya Sr.Secondary","General",27
2127006,"Jama Masjid, No.2-GBSS","Boys","Secondary","General",27
1821033,"Shahabad Mohammadpur- SKV","Girls","Sarvodaya Sr.Secondary","General",27
1924004,"Jangpura-GBSSS","Boys","Sr.Secondary","General",27
