"id","name","gender","school_level","shift","student_drop_count"
1411027,"Ashok Vihar, Phase II-SKV","Girls","Sarvodaya Sr.Secondary","Morning",131
1105026,"Brahampuri-GGSSS","Girls","Sr.Secondary","Morning",131
1822056,"Khaira-G(Co-ed)SSS","Co-ed","Sr.Secondary","General",130
1106113,"Nand Nagri, Block E-SKV","Girls","Sarvodaya Sr.Secondary","General",130
1821203,"Dwarka, Sector III(Ist Site)-G(Co-ed)SSS","Co-ed","Sr.Secondary","General",130
1309264,"Qadipur-GBSSS","Boys","Sr.Secondary","Evening",130
1720024,"Vasant Vihar, SV","Co-ed","Sarvodaya Sr.Secondary","General",129
1822009,"Najafgarh, No.2-GBSSS","Boys","Sr.Secondary","Evening",129
1002190,"Mandawali , No.3 - SKV","Girls","Sarvodaya Sr.Secondary","Morning",128
1309255,"Jahangirpuri, Block D-GBSSS","Boys","Sr.Secondary","Evening",128
1516030,"Prem Nagar-GGSSS","Girls","Sr.Secondary","Morning",128
1413317,"ROHINI,SEC-24- GBSSS","Boys","Sr.Secondary","Evening",127
1923011,"Dr. Ambedkar Nagar, Sector V-GBSSS (Shaheed Anushuya Prasad)","Boys","Sr.Secondary","Evening",127
1617004,"Nangloi, Kavita Colony-G(Co-ed)SSS","Co-ed","Sr.Secondary","Morning",127
1618010,"Vikas Puri, Block G-GBSSS","Boys","Sr.Secondary","Evening",127
1822028,"Goela Khurd-GGSSS","Girls","Sr.Secondary","General",126
2127007,"Bela Road-GBSSS","Boys","Sr.Secondary","Evening",126
1105007,"Babarpur-GBSSS","Boys","Sr.Secondary","Evening",126
1207109,"Magazine Road-GBSSS","Boys","Sr.Secondary","General",126
1002182,"Mayur Vihar, Phase I, Chilla Gaon-G(Co-ed)SSS","Co-ed","Sr.Secondary","General",126
1617021,"Nangloi-GGSSS","Girls","Sr.Secondary","General",126
1412131,"Nithari-GGSSS","Girls","Sr.Secondary","Morning",126
1003013,"Krishna Nagar-SBV","Boys","Sarvodaya Sr.Secondary","Evening",126
1105111,"West Jyoti Nagar-GGSSS","Girls","Sr.Secondary","Morning",126
1925450,"Molar Band, No. 3- SBV","Boys","Sarvodaya Sr.Secondary","Evening",125
2127184,"Pataudi House- SKV","Girls","Sarvodaya Sr.Secondary","General",125
1411002,"Shakurpur, No.1-SBV","Boys","Sarvodaya Sr.Secondary","General",125
1923060,"Dr. Ambedkar Nagar, Sector IV, No.3- S(Co-ed)V","Co-ed","Sarvodaya Sr.Secondary","General",125
1001022,"Vivek Vihar- SKV","Girls","Sarvodaya Sr.Secondary","Morning",124
1516141,"West Patel Nagar-GGSSS","Girls","Sr.Secondary","General",124
1923359,"Jonapur - SBV","Boys","Sarvodaya Sr.Secondary","General",124
1411032,"Rampura- Govt. Co-ed Sarvodaya Vidyalaya","Co-ed","Sarvodaya Sr.Secondary","General",124
1720002,"Naraina -SBV","Boys","Sarvodaya Sr.Secondary","Morning",124
1104023,"Yamuna Vihar, Block B, No.1-GGSSS","Girls","Sr.Secondary","Morning",124
1925190,"Molar Band-GGSSS No. 3","Girls","Sr.Secondary","Morning",123
1105006,"Shahadara, G.T. Road-GBSSS","Boys","Sr.Secondary","Evening",123
1515139,"Tagore Garden-GBSSS","Boys","Sr.Secondary","General",123
1310025,"Shahabad Dairy- GGSSS","Girls","Sr.Secondary","Morning",122
1720026,"VASANT KUNJ- GGSSS","Girls","Sr.Secondary","Morning",121
1822060,"Najafgarh, No.3-GGSSS","Girls","Sr.Secondary","Morning",121
1002036,"Mayur Vihar, Phase I, Pkt.IV-SKV","Girls","Sarvodaya Sr.Secondary","Morning",121
1822065,"Najafgarh, Jharoda Kalan-GBSSS","Boys","Sr.Secondary","General",121
1002002,"Patparganj-SBV (Genda Lal Dixit)","Boys","Sarvodaya Sr.Secondary","Evening",121
1923063,"AYA NAGAR-SKV","Girls","Sarvodaya Sr.Secondary","Morning",121
1925037,"Molar Band, No. 1- SKV","Girls","Sarvodaya Sr.Secondary","Morning",121
1925060,"Chitranjan Park-S(Co-ed) V (Shyama Prasad Mukherjee)","Co-ed","Sarvodaya Sr.Secondary","General",120
1516142,"West Patel Nagar-SKV","Girls","Sarvodaya Sr.Secondary","General",120
1105239,"New Jafrabad- GGSSS","Girls","Sr.Secondary","General",120
2128001,"Paharganj-SBV","Boys","Sarvodaya Sr.Secondary","General",120
1001001,"Bhola Nath Nagar-SBV (Babu Ram)","Boys","Sarvodaya Sr.Secondary","General",119
1002367,"Mandawali, No.2 - SBV","Boys","Sarvodaya Sr.Secondary","Evening",119
1106258,"Harsh Vihar GBSS","Boys","Secondary","Evening",119
1309256,"Sarvodaya Kanya Vidyalaya (Rani Chennama), D - Block, Jahangir Puri","Girls","Sarvodaya Sr.Secondary","Morning",119
1310034,"Badli-SKV","Girls","Sarvodaya Sr.Secondary","General",119
1617030,"Baprola-GGSSS","Girls","Sr.Secondary","General",119
1617254,"Peera Garhi Village- SBV","Boys","Sarvodaya Sr.Secondary","Morning",119
1719125,"Munirka, Sarvodaya(Co-ed) SSS","Co-ed","Sarvodaya Sr.Secondary","General",119
1923004,"Mehrauli Qutab, Sarvodaya (Co-ed) Sr. Sec. Vidyalaya","Co-ed","Sarvodaya Sr.Secondary","General",119
1924039,"Kidwai Nagar- Sarvodaya Vidyalaya (Rani Durgawati)","Co-ed","Sarvodaya Sr.Secondary","General",119
1925062,"Madanpur Khadar, No. 1- SKV","Girls","Sarvodaya Sr.Secondary","Morning",118
1925007,"Tuglakabad Extn.-SBV (Sardar Vallabhbhai Patel)","Boys","Sarvodaya Sr.Secondary","Evening",118
1923036,"Ishani Govt. Sarvodaya Kanya Vidyalaya G-BLOCK SAKET","Girls","Sarvodaya Sr.Secondary","Morning",118
1515002,"Ashok Nagar-SBV","Boys","Sarvodaya Sr.Secondary","General",118
1106283,"Nand Nagri, Janta Flats- GBSSS","Boys","Sr.Secondary","General",118
1104025,"Ghonda, No.1-GGSSS","Girls","Sr.Secondary","Morning",118
1104012,"Bhajanpura-G(Co-ed)SSS (RDJK)","Co-ed","Sr.Secondary","Morning",117
1003001,"Laxmi Nagar-SBV","Boys","Sarvodaya Sr.Secondary","Evening",117
1923057,"Begumpur, MMTC/STC Colony-S(Co-ed)V","Co-ed","Sarvodaya Sr.Secondary","General",117
1309010,"Model Town, No.1-GBSSS","Boys","Sr.Secondary","Evening",117
2127018,"Ram Nagar, No.1-GGSSS","Girls","Sr.Secondary","General",116
1821020,"Raj Nagar-II SKV","Girls","Sarvodaya Sr.Secondary","Morning",115
1514004,"Khyala, No.2-GBSSS","Boys","Sr.Secondary","Evening",115
1309273,"Shalamar Village-GBSSS","Boys","Sr.Secondary","Evening",115
1413284,"Rohini, Sector 16, Pocket A-GBSSS","Boys","Sr.Secondary","Evening",114
1821206,"Dwarka Sector-6, Govt. (Co-ed) SSS (Site-I)","Co-ed","Sr.Secondary","General",114
1925059,"Lajpat Nagar, Ring Road-SBV (Shaheed Hemu Kalani)","Boys","Sarvodaya Sr.Secondary","General",114
1208002,"Qutab Road-SBV","Boys","Sarvodaya Sr.Secondary","General",114
1925053,"Molar Band, No.2- GGSSS","Girls","Sr.Secondary","Morning",114
1105020,"New Seelampur, No.1-SKV (C.R.Dass)","Girls","Sarvodaya Sr.Secondary","Morning",113
1413336,"Rohini, Sec-4- Govt. Co-ed Sarvodaya Vidyalaya","Co-ed","Sarvodaya Sr.Secondary","General",113
1104142,"Karawal Nagar-GGSSS","Girls","Sr.Secondary","Morning",113
1923058,"Pushp Vihar, M.B.Road-GBSSS","Boys","Sr.Secondary","Evening",113
1412290,"Rohini, Sec-22- Govt. Co-ed Sarvodaya Vidyalaya","Co-ed","Sarvodaya Sr.Secondary","Evening",113
1309167,"Vijay Nagar-SKV","Girls","Sarvodaya Sr.Secondary","General",113
1515019,"Raghubir Nagar, J.J. Colony- G(Co-ed)SSS","Co-ed","Sr.Secondary","General",113
1309024,"Haider Pur-GGSS","Girls","Secondary","Morning",113
1618193,"Shiv Vihar- GGSSS","Girls","Sr.Secondary","Morning",113
1106256,"Harsh Vihar GGSS","Girls","Secondary","Morning",113
1105107,"New Usmanpur(Gautam Puri)-GBSSS","Boys","Sr.Secondary","Evening",112
1411035,"Wazirpur Village-SV","Co-ed","Sarvodaya Sr.Secondary","General",112
1310411,"Shahbad Daulatpur- GGSSS","Girls","Sr.Secondary","Morning",112
1309027,"Guru Teg Bahadur Nagar-SKV","Girls","Sarvodaya Sr.Secondary","Morning",111
1516011,"Shadi Khampur-SBV","Boys","Sarvodaya Secondary","General",111
1310170,"Narela, No.2-SKV","Girls","Sarvodaya Sr.Secondary","General",111
1720022,"Naraina-SKV","Girls","Sarvodaya Sr.Secondary","General",111
1925061,"Tughlakabad Extn., No.1-SKV (Aruna Asif Ali)","Girls","Sarvodaya Sr.Secondary","Morning",111
1207037,"Shakti Nagar, No.1-S(Co-ed)V","Co-ed","Sarvodaya Sr.Secondary","General",110
1720121,"Inder Puri, Shahid Captain Amit Verma Govt. Sarvodaya (Co-ed) Vidyalaya","Co-ed","Sarvodaya Sr.Secondary","General",110
1925051,"Badarpur, No.2-GBSSS","Boys","Sr.Secondary","Evening",110
1310166,"Narela-GBSSS (Mussadi Lal)","Boys","Sr.Secondary","General",110
1310399,"HOLAMBI KALAN,METRO VIHAR,A-BLK G(CO-ED)SSS","Co-ed","Sr.Secondary","General",109
1105004,"New Seelampur, No.1-SBV","Boys","Sarvodaya Sr.Secondary","Evening",109
1821016,"Sagarpur, No.1-SKV","Girls","Sarvodaya Sr.Secondary","Morning",109
1309129,"Azadpur Village-GGSSS","Girls","Sr.Secondary","Morning",109
1309022,"Dhakka-GBSSS","Boys","Sr.Secondary","General",109
1618267,"Shiv Vihar-GBSSS","Boys","Sr.Secondary","Evening",109
1515004,"East Punjabi Bagh-SV","Co-ed","Sarvodaya Sr.Secondary","General",109
1002362,"Vasundhra Enclave-GBSSS","Boys","Sr.Secondary","Evening",108
1618278,"HASTSAL- GGSSS","Girls","Sr.Secondary","Morning",108
1207117,"Burari-GGSSS-1207117","Girls","Sr.Secondary","Morning",108
1516010,"Moti Nagar SBV","Boys","Sarvodaya Sr.Secondary","General",108
1310049,"Bankner-GGSSS","Girls","Sr.Secondary","General",108
1618016,"Vikas Puri, Block- F-G(Co-ed)SSS","Co-ed","Sr.Secondary","General",108
1822063,"Najafgarh, No.1-GBSSS","Boys","Sr.Secondary","Evening",107
1106004,"Nand Nagri, Janta Flats-SBV","Boys","Sarvodaya Sr.Secondary","Morning",107
1821037,"Pochanpur-G(Co-ed)SSS","Co-ed","Sr.Secondary","General",107
1001204,"Vishwas Nagar-GBSSS","Boys","Sr.Secondary","Evening",107
1002197,"Trilokpuri, Block 27-GBSSS","Boys","Sr.Secondary","Evening",106
2127001,"Sarvodaya Vidyalaya, Rouse Avenue","Co-ed","Sarvodaya Sr.Secondary","General",106
1003004,"Kailash Nagar-SBV","Boys","Sarvodaya Sr.Secondary","Evening",106
1002001,"Mandawali-SBV (Veer Udham Singh) No. 1","Boys","Sarvodaya Sr.Secondary","Evening",106
1925248,"Badarpur, No.3-GGSSS","Girls","Sr.Secondary","Morning",105
1309125,"Adarsh Nagar, No.2-GBSSS","Boys","Sr.Secondary","Evening",105
1412027,"Pooth Kalan-SKV","Girls","Sarvodaya Sr.Secondary","Morning",105
1002360,"Khichari Pur Village ,J.J Colony - SKV","Girls","Sarvodaya Sr.Secondary","Morning",105
1618060,"Bindapur-GGSSS","Girls","Sr.Secondary","Morning",105
1309130,"Azadpur Village-GBSSS","Boys","Sr.Secondary","Evening",104
1002352,"Mayur Vihar, Phase III, Kondli Gharauli-GGSSS  -1002352","Girls","Sr.Secondary","Morning",104
1003264,"Lalita Park-GBSSS","Boys","Sr.Secondary","Evening",104
1411125,"Shakurpur, No.1-G(Co-ed)SSS","Co-ed","Sr.Secondary","General",104
1106022,"Nand Nagri, Block B-SKV (Raja Ravi Verma)","Girls","Sarvodaya Sr.Secondary","Morning",104
1207034,"Timar Pur-SKV","Girls","Sarvodaya Sr.Secondary","General",104
1412031,"Mangolpuri, Block O-SKV","Girls","Sarvodaya Sr.Secondary","Morning",104
1412083,"Sultanpuri, F-Block, GBSSS","Boys","Sr.Secondary","Evening",104
1412091,"Mubarkpur Dabas,  No.1-GBSSS","Boys","Sr.Secondary","Evening",104
1413316,"ROHINI,SEC-24- GGSSS","Girls","Sr.Secondary","Morning",104
1924027,"East of Kailash, No.2-SKV","Girls","Sarvodaya Sr.Secondary","General",104
1821279,"DWARKA SEC-17 GOVT CO-ED SARVODAYA VIDYALAYA","Co-ed","Sarvodaya Sr.Secondary","General",103
1309002,"Shalimar Bagh, Block B(AH)-GBSSS","Boys","Sr.Secondary","Evening",103
1617005,"Ranhaula-SKV","Girls","Sarvodaya Sr.Secondary","Morning",103
1617033,"Ambika Vihar-GGSSS","Girls","Sr.Secondary","Morning",103
1412289,"Rohini, Phase-III, Sec-21- Govt. Co-ed Sarvodaya Vidyalaya","Co-ed","Sarvodaya Sr.Secondary","General",102
1923068,"Saket, Block G-GBSSS","Boys","Sr.Secondary","Evening",102
2127016,"Dayanand Road-SKV","Girls","Sarvodaya Sr.Secondary","General",102
1412009,"Mangolpuri, Block U-GBSSS","Boys","Sr.Secondary","General",102
1925446,"Delhi Model Virtual School, Lajpat Nagar","Co-ed","","General",102
1207114,"Nehru Vihar-GBSSS","Boys","Sr.Secondary","Morning",102
1002369,"Khichripur Village, J.J.Colony- SBV","Boys","Sarvodaya Sr.Secondary","Evening",102
1720028,"Rajokari-GBSSS","Boys","Sr.Secondary","General",102
1719013,"R.K. Puram, Sector 2-Sarvodaya Co-ed Vidyalaya","Co-ed","Sarvodaya Sr.Secondary","General",102
1003012,"Gandhi Nagar-SBV","Boys","Sarvodaya Sr.Secondary","General",101
2127179,"Lal Kuan, Zeenat Mahal, No.2-SKV","Girls","Sarvodaya Sr.Secondary","Morning",101
1207013,"Roop Nagar,RSV NO-4","Co-ed","Sarvodaya Sr.Secondary","General",101
1002263,"Mayur Vihar, Phase III, Kondli-Gharauli-GBSSS-1002263","Boys","Sr.Secondary","Evening",101
1412087,"Sultanpuri, A-Block- SBV","Boys","Sarvodaya Sr.Secondary","Evening",101
1618005,"Janakpuri, Block C, No.2-SBV","Boys","Sarvodaya Sr.Secondary","Evening",101
1411021,"Keshavpuram, Block A-S(Co-ed)V","Co-ed","Sarvodaya Sr.Secondary","General",101
1309003,"Dr. Mukharjee Nagar-SV","Co-ed","Sarvodaya Sr.Secondary","General",101
1925404,"Madanpur Khadar- GGSSS","Girls","Sr.Secondary","Morning",100
1618015,"Vikas Puri, KG-I/II-GBSSS","Boys","Sr.Secondary","General",100
1002185,"Vasundhra Enclave-GGSSS","Girls","Sr.Secondary","Morning",100
1003265,"Old Seelampur -SBV","Boys","Sarvodaya Sr.Secondary","Evening",100
1207112,"Magazine Road-SKV","Girls","Sarvodaya Sr.Secondary","Morning",100
1105236,"Shastri Park, Buland Masjid, SKV","Girls","Sarvodaya Sr.Secondary","Morning",100
1411014,"Ashok Vihar, Block D-GBSSS","Boys","Sr.Secondary","Evening",100
1515030,"Raghubir Nagar, J.J. Colony-GGSSS","Girls","Sr.Secondary","Morning",100
1923033,"Maidan Garhi-G(Co-ed)SS","Co-ed","Secondary","Evening",99
1309004,"New Police Lines-SV","Co-ed","Sarvodaya Sr.Secondary","General",99
1925403,"Madanpur Khadar- GBSSS","Boys","Sr.Secondary","Evening",99
1822176,"Deendar Pur-Sarvodaya Kanya Vidalaya","Girls","Sarvodaya Sr.Secondary","General",99
1104487,"Village Karawal Nagar, Veer Savarkar Complex- GBSSS","Boys","Sr.Secondary","Evening",99
1104150,"Bhajanpura-GBSSS (RDJK)","Boys","Sr.Secondary","Evening",99
1309268,"Singhu-G(Co-Ed)SSS","Co-ed","Sr.Secondary","General",99
1309013,"Adarsh Nagar, No.1-GBSSS","Boys","Sr.Secondary","Evening",99
1925449,"Madanpur Khadar, No. 2- SKV","Girls","Sarvodaya Sr.Secondary","Morning",99
1720034,"Ghitorni-GBSSS","Boys","Sr.Secondary","General",99
1309025,"Dhakka-SKV","Girls","Sarvodaya Sr.Secondary","Morning",98
1821015,"Palam Village, No.2-SKV","Girls","Sarvodaya Sr.Secondary","Morning",98
1413006,"Rohini, Sector 2 - G(Co-ed) Sarvodaya Vidyalaya","Co-ed","Sarvodaya Sr.Secondary","General",98
1925042,"Badarpur, No.1-GGSSS","Girls","Sr.Secondary","Morning",98
1412018,"Mangolpuri, Block Y- SBV","Boys","Sarvodaya Sr.Secondary","Evening",98
1822258,"Najafgarh, Dharampura-GBSSS","Boys","Sr.Secondary","Evening",98
1515018,"Rajouri Garden Extn., GBSSS","Boys","Sr.Secondary","General",98
1309257,"Jahangirpuri, Block E-GBSSS","Boys","Sr.Secondary","Evening",98
1001018,"Bhola Nath Nagar, No.1-SKV","Girls","Sarvodaya Sr.Secondary","Morning",98
1105113,"Brahmpuri-GBSSS","Boys","Sr.Secondary","Evening",98
1208018,"Padam Nagar-S(Co-ed)V","Co-ed","Sarvodaya Sr.Secondary","General",97
2128002,"Jhandewalan, Plot 6-SBV (Asharfi Devi)","Boys","Sarvodaya Sr.Secondary","General",97
1411022,"Wazirpur, J.J. Colony-GBSSS","Boys","Sr.Secondary","Evening",97
2127002,"Jama Masjid, No.1(Urdu Medium)-SBV","Boys","Sarvodaya Sr.Secondary","General",97
1924018,"Sarai Kale Khan-GBSS","Boys","Secondary","General",97
1002034,"Mayur Vihar, Phase I, Pkt.II-SKV (Janaki Devi) from Nursery to XII","Girls","Sarvodaya Sr.Secondary","Morning",97
1411007,"Pitampura, Block ZP- Sarvodaya Co-ed SSS","Co-ed","Sarvodaya Sr.Secondary","General",97
1618062,"Vikas Puri, Block A-SKV","Girls","Sarvodaya Sr.Secondary","General",97
1412095,"Rani Khera-S(Co-ed)V","Co-ed","Sarvodaya Sr.Secondary","General",97
1923003,"Jonapur- Baba Neem Karoli, SKV","Girls","Sarvodaya Sr.Secondary","Morning",96
1001006,"Surajmal Vihar–SBV","Boys","Sarvodaya Sr.Secondary","Evening",96
1411043,"Rani Bagh-G(Co-ed)SSS","Co-ed","Sr.Secondary","General",96
1412288,"Sultanpuri, P-Block - GBSSS","Boys","Sr.Secondary","Evening",96
1514012,"Khyala, No.1-GGSSS","Girls","Sr.Secondary","Morning",96
1617026,"Nilothi-SKV","Girls","Sarvodaya Sr.Secondary","Morning",96
1105242,"Shastri Park, Buland Masjid, SBV","Boys","Sarvodaya Sr.Secondary","Evening",96
1002007,"East Vinod Nagar-SBV (Jai Prakash Narayan)","Boys","Sarvodaya Sr.Secondary","Evening",96
1821017,"Sagarpur, No.2-SKV","Girls","Sarvodaya Sr.Secondary","Morning",96
1413341,"Rohini, Sector 11- GBSSS","Boys","Sr.Secondary","Evening",95
1720010,"Naraina -GBSSS","Boys","Sr.Secondary","General",95
1208219,"Tulsi Nagar- GBSSS","Boys","Sr.Secondary","Evening",95
1309008,"Guru Teg Bahadur Nagar-GBSSS","Boys","Sr.Secondary","Evening",95
1310407,"Holambi Kalan, Metro Vihar, C-Block- G(Co-ed)SSS","Co-ed","Sr.Secondary","General",95
1208029,"Sarvodaya Kanya Vidyalaya, Idgah Road","Girls","Sarvodaya Secondary","General",94
1310470,"Bhorgarh- GGSSS","Girls","Sr.Secondary","Morning",94
1002195,"Shakarpur, School Block-SBV","Boys","Sarvodaya Sr.Secondary","Evening",94
1923010,"Malviya Nagar-GBSSS","Boys","Sr.Secondary","General",94
1412005,"Sultanpuri, Block C- SBV","Boys","Sarvodaya Sr.Secondary","Evening",94
1310036,"Narela, No.1-SKV","Girls","Sarvodaya Sr.Secondary","General",94
1821136,"Mahavir Enclave-G(Co-ed)SS","Co-ed","Secondary","General",93
1207014,"Gokhle Marg-SBV","Boys","Sarvodaya Sr.Secondary","General",93
1515028,"Madipur, No.1-GGSSS","Girls","Sr.Secondary","Morning",93
1105117,"New Usmanpur(Gautam Puri)-GGSSS","Girls","Sr.Secondary","Morning",93
1514008,"Janakpuri, Block B, No.2-SBV (Shaheed Capt. Anuj Nayyar)","Boys","Sarvodaya Sr.Secondary","General",93
1923062,"Khanpur-SKV (Hakikat Rai)","Girls","Sarvodaya Sr.Secondary","Morning",93
1617032,"Paschim Vihar, A 6-G(Co-ed)SSS","Co-ed","Sr.Secondary","General",93
1309034,"Adarsh Nagar-GGSSS","Girls","Sr.Secondary","Morning",92
1413181,"Jaunti-SV","Co-ed","Sarvodaya Sr.Secondary","General",92
1515022,"Rajouri Garden Main-SKV","Girls","Sarvodaya Sr.Secondary","Morning",92
1104400,"LONI ROAD,EAST GOKULPUR,GGSSS","Girls","Sr.Secondary","Morning",92
2128008,"Rani Jhansi Road-SBV","Boys","Sarvodaya Sr.Secondary","General",92
1002024,"Trilokpuri, Block 27-SKV","Girls","Sarvodaya Sr.Secondary","Morning",92
1002180,"West Vinod Nagar, Block E-G(Co-ed)SSS","Co-ed","Sr.Secondary","General",92
1925401,"Molar Band, No.1- GGSSS","Girls","Sr.Secondary","Morning",91
1001026,"Vivek Vihar,Phase-II-GGSSS","Girls","Sr.Secondary","General",91
1310468,"Prahaladpur- S(Co-ed)V","Co-ed","Sarvodaya Sr.Secondary","General",91
1412088,"Sultanpuri, D-Block,G(Co-ed)SSS","Co-ed","Sr.Secondary","General",91
1310408,"Narela Sector B-4, SV-1310408","Co-ed","Sarvodaya Sr.Secondary","General",90
1412016,"Sultanpur Majra- S (Co-ed) V","Co-ed","Sarvodaya Sr.Secondary","General",90
1822003,"Surhera-SV","Co-ed","Sarvodaya Sr.Secondary","General",90
1003152,"Radhey Shyam Park-SBV","Boys","Sarvodaya Sr.Secondary","Evening",89
1310458,"Tikri Khurd- SBV","Boys","Sarvodaya Sr.Secondary","Morning",89
1309030,"Shalimar Bagh, Block BL-SKV","Girls","Sarvodaya Sr.Secondary","General",89
1720030,"Rajokari-SKV","Girls","Sarvodaya Sr.Secondary","General",89
1925249,"Tughlakabad Extn.-GBSSS No.3","Boys","Sr.Secondary","Evening",89
1003002,"Rani Garden-SBV","Boys","Sarvodaya Sr.Secondary","Evening",89
1412133,"Mubarikpur Dabas-GGSSS","Girls","Sr.Secondary","Morning",89
1515021,"Rajouri Garden Extn.-SKV","Girls","Sarvodaya Sr.Secondary","Morning",89
1618019,"Vikas Puri, Block G-SKV","Girls","Sarvodaya Sr.Secondary","Morning",88
1412089,"Sultanpuri, Block F-GGSSS","Girls","Sr.Secondary","Morning",88
1310002,"Prahalad Pur-SBV","Boys","Sarvodaya Sr.Secondary","Morning",88
1411123,"Saraswati Vihar, Block C-SV","Co-ed","Sarvodaya Sr.Secondary","General",88
1618018,"Janakpuri, Block A-SKV","Girls","Sarvodaya Sr.Secondary","General",88
1413320,"ROHINI,SEC-15- G (CO-ED) SS","Co-ed","Secondary","General",88
1923079,"Mehrauli, No.2- SKV","Girls","Sarvodaya Sr.Secondary","Morning",87
1412082,"Mangolpuri, Block-K-2,SV","Co-ed","Sarvodaya Sr.Secondary","General",87
1617013,"Nangloi, Sultanpuri Road-SKV","Girls","Sarvodaya Sr.Secondary","Morning",87
1105241,"Brahmpuri, GBSSS, X- BLOCK","Boys","Sr.Secondary","Evening",87
1618192,"Rajapur Khurd-G(Co-ed)SS","Co-ed","Secondary","General",87
1719022,"R.K. Puram, Sector 7, No.3-SV","Co-ed","Sarvodaya Sr.Secondary","General",87
2128007,"Dev Nagar-GBSSS","Boys","Sr.Secondary","General",87
1104015,"Khajoori Khas-GBSSS","Boys","Sr.Secondary","Evening",87
1411005,"Kailash Enclave-SV","Co-ed","Sarvodaya Sr.Secondary","General",86
2128032,"New Rajinder Nagar-SV (Rana Pratap)","Co-ed","Sarvodaya Sr.Secondary","General",86
1413019,"Rohini, Avantika, Sector 1, No.2- GBSSS","Boys","Sr.Secondary","Evening",86
1412086,"Sultanpuri, E-Block, GBSSS","Boys","Sr.Secondary","General",86
1618006,"Janakpuri, Block C, No.1-GBSSS","Boys","Sr.Secondary","Evening",86
1208016,"Idgah Road-SKV","Girls","Sarvodaya Sr.Secondary","General",86
1923012,"Chirag Delhi-GBSSS","Boys","Sr.Secondary","Evening",86
1412011,"Mangolpuri, Block R-SBV","Boys","Sarvodaya Sr.Secondary","General",85
1925359,"Badarpur, Tajpur Pahari - GGSSS","Girls","Sr.Secondary","Morning",85
1412001,"Sultanpuri, Block-C, Sarvodaya Sr. Sec. Vidyalaya","Co-ed","Sarvodaya Sr.Secondary","Morning",85
1515010,"Punjabi Bagh, No.1-GBSSS","Boys","Sr.Secondary","General",85
1924009,"Sadiq Nagar-SBV","Boys","Sarvodaya Sr.Secondary","General",85
1925040,"Tuglakabad Village-SKV","Girls","Sarvodaya Sr.Secondary","Morning",85
1412026,"Sultanpuri, Block C-SKV","Girls","Sarvodaya Sr.Secondary","Morning",84
1719070,"R.K.Puram, Sector-6, Govt. S.(Co-ed) SSS","Co-ed","Sarvodaya Sr.Secondary","General",84
1821204,"Dwarka Sector-22, G(Co-ed)SSS","Co-ed","Sr.Secondary","General",84
1515026,"Tagore Garden, No.1-GGSSS","Girls","Sr.Secondary","General",84
1822249,"Najafgarh-GBSSS(Stadium)","Boys","Sr.Secondary","Evening",84
1617006,"Hiran Kudna-SV(Co-ed)","Co-ed","Sarvodaya Sr.Secondary","General",83
1002008,"Kalyanpuri-SBV","Boys","Sarvodaya Sr.Secondary","Evening",83
1923037,"Chirag Delhi-SKV","Girls","Sarvodaya Sr.Secondary","Morning",83
1106026,"Nand Nagri Extn., F-1, F-2, GGSSS","Girls","Sr.Secondary","Morning",83
2128014,"Karol Bagh, Ramjas Lane- GBSSS","Boys","Sr.Secondary","General",83
1719001,"R.K. Puram, Sector 12-SV (Jose Marti)","Co-ed","Sarvodaya Sr.Secondary","General",83
1618057,"Uttam Nagar-SKV","Girls","Sarvodaya Sr.Secondary","Morning",83
1002351,"Preet Vihar, Govt. Co-Ed Senior Secondary School","Co-ed","Sr.Secondary","General",83
1104151,"Vijay Park-GBSSS","Boys","Sr.Secondary","Evening",83
1821014,"Palam Village, Raj Nagar, Part 1-GBSSS","Boys","Sr.Secondary","General",82
1003025,"Chander Nagar-SKV","Girls","Sarvodaya Sr.Secondary","General",82
1207039,"Roop Nagar, No.1-G(Co-ed)SSS","Co-ed","Sr.Secondary","General",82
2026005,"Jor Bagh-SV","Co-ed","Sarvodaya Sr.Secondary","General",82
1413016,"Parshant Vihar-GBSSS","Boys","Sr.Secondary","General",82
1105110,"Shahadara, G.T. Road-SKV (Mani Ben Patel Bharti Mahila)","Girls","Sarvodaya Sr.Secondary","Morning",82
1106116,"Nand Nagri, Block A-GGSSS","Girls","Sr.Secondary","Morning",81
2127003,"Darya Ganj, Pataudi House-SBV","Boys","Sarvodaya Sr.Secondary","General",81
1309274,"Bhalswa Dairy, No-2,GBSS","Boys","Secondary","Evening",81
1105015,"Welcome Colony-GBSS","Boys","Secondary","Evening",81
1208090,"Inder Lok-SKV","Girls","Sarvodaya Sr.Secondary","General",81
1105229,"Brahmpuri,GGSSS Block-X","Girls","Sr.Secondary","Morning",81
1002028,"East Vinod Nagar-SKV (Ravindra Thakur)","Girls","Sarvodaya Sr.Secondary","Morning",81
1412258,"Nithari Village- GGSSS","Girls","Sr.Secondary","Morning",81
1925029,"Kalkaji, No.1-SKV (Veer Savarkar)","Girls","Sarvodaya Sr.Secondary","General",81
1309265,"Qadipur-GGSSS","Girls","Sr.Secondary","Morning",81
1001110,"Rajgarh Colony-SBV","Boys","Sarvodaya Sr.Secondary","General",81
1002192,"Shakarpur, No.1-SBV","Boys","Sarvodaya Sr.Secondary","Evening",80
1516019,"Basai Darapur-SKV","Girls","Sarvodaya Sr.Secondary","General",80
